Product Name,Quantity,Unit_price,Payment_method,discount %,Final_price
Shrimp - 31/40,17,127.13,Visa,10.0 %,114.41699752807617
Appetizer - Shrimp Puff,16,12.4,Cash,17.0 %,10.291999683380126
Shortbread - Cookie Crumbs,6,105.47,Cash,5.0 %,100.19650115966797
Sausage - Meat,1,234.17,Cash,0.0 %,234.1699981689453
Raspberries - Frozen,9,193.27,Cash,5.0 %,183.60650405883788
Carbonated Water - Lemon Lime,3,17.15,Cash,15.0 %,14.577499675750733
Cookie Dough - Oatmeal Rasin,1,221.69,Visa,10.0 %,199.52100219726563
Coffee Cup 16oz Foam,12,188.64,Cash,7.0 %,175.43519943237305
Cheese - Swiss,8,197.96,Visa,7.5 %,183.11300621032714
Flour - Whole Wheat,15,230.0,Cash,10.0 %,207.0
Tobasco Sauce,1,158.62,Visa,24.0 %,120.5511962890625
Vegetable - Base,4,7.2,Visa,0.0 %,7.199999809265137
Macaroons - Two Bite Choc,4,180.79,Visa,0.0 %,180.7899932861328
Iced Tea - Lemon 460 Ml,13,7.96,Cash,12.0 %,7.004800033569336
Cookie Chocolate Chip With,3,101.45,Cash,0.0 %,101.44999694824219
Wine - Chardonnay Mondavi,8,62.95,Visa,5.0 %,59.80250072479248
Kale - Red,17,125.13,Visa,10.0 %,112.61699752807617
Chevere Logs,6,99.87,Visa,5.0 %,94.87650260925292
Fondant - Icing,8,161.12,Visa,5.0 %,153.06399536132812
Table Cloth 53x53 White,8,245.07,Cash,8.5 %,224.23905670166016
Soup - Campbells Asian Noodle,2,213.54,Visa,6.0 %,200.72759368896484
Pate - Cognac,12,223.77,Cash,7.0 %,208.10610397338866
Turnip - White,1,239.67,Cash,0.0 %,239.6699981689453
Cheese - Woolwich Goat Log,6,153.26,Cash,7.5 %,141.76549491882324
Oil - Shortening - All - Purpose,17,145.27,Visa,10.0 %,130.74300384521484
Thyme - Fresh,3,29.72,Cash,0.0 %,29.719999313354492
Hagen Daza - Dk Choocolate,15,122.94,Visa,18.0 %,100.81080200195312
Yoplait - Strawbrasp Peac,5,69.06,Visa,0.0 %,69.05999755859375
Cream - 35%,7,203.34,Visa,5.0 %,193.1729965209961
Lemon Balm - Fresh,14,58.77,Visa,7.0 %,54.65610042572021
Cheese - Grie Des Champ,6,40.56,Visa,7.5 %,37.51800127029419
Stock - Beef White,9,60.72,Cash,5.0 %,57.68400115966797
Onions - Cippolini,4,161.28,Visa,15.0 %,137.08799896240234
Beef - Tender Tips,3,5.69,Visa,24.0 %,4.3244000434875485
Beer - Guiness,16,232.34,Cash,19.5 %,187.03369705200197
Soup - Campbells Beef Stew,2,208.53,Visa,0.0 %,208.52999877929688
Soup - Chicken And Wild Rice,12,126.06,Cash,7.0 %,117.23579772949219
Ice Cream - Life Savers,13,6.12,Visa,7.0 %,5.691599893569946
Pork - Backfat,3,209.35,Cash,0.0 %,209.35000610351562
Pecan Raisin - Tarts,14,122.75,Cash,9.0 %,111.7025
Brocolinni - Gaylan Chinese,6,111.13,Cash,12.0 %,97.79439758300781
Cheese - Manchego Spanish,15,7.6,Visa,10.0 %,6.8399999141693115
Mustard - Pommery,14,125.39,Cash,7.0 %,116.61269943237305
Potatoes - Mini Red,11,225.48,Visa,7.0 %,209.69639602661132
Pastry - Carrot Muffin - Mini,6,241.17,Cash,3.0 %,233.93489822387696
Sparkling Wine - Rose Freixenet,15,245.79,Cash,17.0 %,204.00569442749023
Jam - Blackberry 20 Ml Jar,14,64.57,Visa,7.0 %,60.05009971618652
Stock - Fish,12,94.25,Visa,7.0 %,87.6525
Poppy Seed,9,51.14,Visa,5.0 %,48.58299942016602
Fond - Neutral,15,108.81,Visa,10.0 %,97.92899780273437
Artichoke - Fresh,14,219.95,Visa,7.0 %,204.55349716186524
Muffin - Zero Transfat,3,127.44,Cash,0.0 %,127.44000244140625
Soup - Campbells Bean Medley,16,162.4,Visa,10.0 %,146.15999450683594
Canadian Emmenthal,16,240.98,Cash,10.5 %,215.67709617614747
Corn - On The Cob,15,245.09,Visa,10.0 %,220.58099670410155
Lamb Rack Frenched Australian,1,138.86,Visa,0.0 %,138.86000061035156
Pastry - Baked Cinnamon Stick,17,166.51,Visa,10.0 %,149.85899505615234
Tortillas - Flour 12,6,49.16,Visa,8.0 %,45.22719985961914
Steampan - Lid For Half Size,15,233.85,Cash,10.0 %,210.46500549316406
Capon - Breast Double Wing On,3,220.85,Cash,0.0 %,220.85000610351562
Loquat,14,174.21,Cash,7.0 %,162.01530624389648
Juice - Ocean Spray Cranberry,7,189.75,Visa,5.0 %,180.2625
Beef - Inside Round,7,1.36,Cash,5.0 %,1.292000013589859
Pancetta,6,181.83,Visa,5.0 %,172.73850173950194
Garlic - Elephant,17,132.65,Cash,15.0 %,112.75249481201172
Ranchero - Primerba Paste,8,162.54,Visa,5.0 %,154.41299362182616
Wine - Charddonnay Errazuriz,3,92.21,Visa,5.0 %,87.59949913024903
Potatoes - Peeled,5,78.01,Visa,0.0 %,78.01000213623047
Triple Sec - Mcguinness,4,44.35,Cash,10.0 %,39.914998626708986
Longos - Penne With Pesto,15,186.92,Cash,16.0 %,157.01279846191406
Onions - Red Pearl,2,208.6,Visa,0.0 %,208.60000610351562
Pepper - Black Crushed,16,152.4,Visa,10.0 %,137.15999450683594
Fond - Neutral,11,103.06,Visa,7.0 %,95.84579772949219
Beer - Paulaner Hefeweisse,13,37.05,Visa,7.0 %,34.45649929046631
Sage Derby,12,41.48,Visa,7.0 %,38.57639957427978
Pasta - Fusili Tri - Coloured,17,70.45,Visa,10.0 %,63.40499725341797
Lady Fingers,13,223.14,Visa,17.0 %,185.2061994934082
Pop - Club Soda Can,7,128.83,Cash,5.0 %,122.38850173950195
Cardamon Ground,7,84.84,Visa,5.0 %,80.59799652099609
Ice Cream - Life Savers,5,53.47,Visa,25.0 %,40.102500915527344
Five Alive Citrus,4,51.52,Visa,23.0 %,39.670400352478026
Bagel - 12 Grain Preslice,7,169.41,Visa,5.0 %,160.93950347900392
Cheese - Augre Des Champs,15,113.75,Cash,10.0 %,102.375
Chocolate - Milk Callets,1,57.02,Visa,0.0 %,57.02000045776367
Tea Leaves - Oolong,14,75.78,Cash,17.0 %,62.897398986816405
Chilli Paste Hot Sambal Oelek,15,20.58,Cash,10.0 %,18.52199993133545
Red Cod Fillets - 225g,14,234.77,Cash,7.0 %,218.33610397338867
Fuji Apples,14,130.74,Cash,7.0 %,121.58820510864258
Bread - Assorted Rolls,2,214.24,Cash,0.0 %,214.24000549316406
Cocktail Napkin Blue,3,5.02,Cash,0.0 %,5.019999980926514
Soup - French Onion Dry,7,157.84,Visa,5.0 %,149.9479965209961
Coffee - Irish Cream,12,201.33,Cash,5.0 %,191.26350173950195
Glycerine,16,240.75,Visa,10.0 %,216.675
Lobster - Base,6,232.62,Cash,5.0 %,220.98899536132814
Milk - Skim,16,82.01,Visa,14.5 %,70.11855182647705
Cookie Choc,14,236.92,Cash,7.0 %,220.33559829711913
Beer - Steamwhistle,16,64.97,Visa,10.0 %,58.473001098632814
Spinach - Spinach Leaf,4,71.74,Cash,0.0 %,71.73999786376953
Chinese Foods - Chicken Wing,16,215.06,Visa,10.0 %,193.5539978027344
Cranberries - Frozen,9,215.56,Cash,13.5 %,186.4593978881836
Soup - Campbells Chili,15,116.4,Cash,10.0 %,104.76000137329102
General Purpose Trigger,9,243.88,Cash,16.0 %,204.8592041015625
Liqueur Banana Ramazzotti,13,131.39,Visa,17.5 %,108.39674949645996
Bagelers,16,202.73,Cash,10.0 %,182.45699615478514
Chocolate Bar - Smarties,6,36.23,Visa,5.0 %,34.41849956512451
Longos - Greek Salad,16,49.18,Cash,30.0 %,34.42600021362305
Beer - Blue Light,8,38.44,Cash,5.0 %,36.517998695373535
Ice Cream - Super Sandwich,16,63.29,Visa,10.0 %,56.96100082397461
Bacardi Breezer - Tropical,11,6.02,Visa,7.0 %,5.598599982261658
Beef - Montreal Smoked Brisket,15,214.75,Visa,10.0 %,193.275
Sprouts Dikon,11,198.74,Cash,7.0 %,184.82820510864258
Pasta - Bauletti Chicken White,9,210.88,Cash,5.0 %,200.33600463867188
Chicken - Ground,12,91.7,Cash,8.0 %,84.36399719238281
Wine - White French Cross,14,105.92,Cash,6.0 %,99.5647982788086
Appetizer - Tarragon Chicken,12,217.6,Cash,7.0 %,202.36800567626952
Phyllo Dough,7,249.92,Cash,5.0 %,237.42399826049805
Cheese - Camembert,6,75.17,Visa,7.5 %,69.53224830627441
Jam - Raspberry,3,71.6,Cash,1.0 %,70.88399848937988
Wine - Pinot Noir Mondavi Coastal,15,114.42,Cash,18.0 %,93.82439849853516
Creamers - 10%,16,182.77,Visa,10.0 %,164.49300384521484
Wine - Chablis 2003 Champs,10,88.12,Cash,6.0 %,82.8328025817871
Wine - Rosso Del Veronese Igt,10,110.96,Cash,6.0 %,104.3023991394043
Filter - Coffee,12,48.79,Visa,7.0 %,45.37470085144043
Ice Cream Bar - Oreo Sandwich,7,233.66,Cash,5.0 %,221.9770034790039
Ham - Proscuitto,14,162.01,Visa,28.5 %,115.8371460723877
Juice - Apple 341 Ml,9,65.97,Visa,15.5 %,55.74465103149414
Magnotta Bel Paese Red,4,9.69,Visa,0.0 %,9.6899995803833
Sauce Bbq Smokey,1,111.91,Cash,0.0 %,111.91000366210938
Mix Pina Colada,11,132.35,Visa,7.0 %,123.08550567626953
Chicken - Whole Roasting,3,226.77,Visa,0.0 %,226.77000427246094
Sprouts - Peppercress,15,83.76,Visa,10.0 %,75.38400192260742
Sugar Thermometer,9,35.86,Cash,5.0 %,34.06700057983399
Butter - Pod,9,6.64,Visa,6.0 %,6.24159987449646
Garam Marsala,8,42.36,Cash,3.5 %,40.87740058898926
Mudslide,7,128.4,Cash,5.0 %,121.97999420166016
Ecolab - Ster Bac,7,127.84,Visa,5.0 %,121.4479965209961
Noodles - Cellophane Thin,17,171.0,Cash,10.0 %,153.9
Appetizer - Southwestern,11,124.86,Cash,7.0 %,116.11980056762695
Thyme - Dried,3,85.66,Visa,0.0 %,85.66000366210938
Coffee - French Vanilla Frothy,4,181.44,Visa,16.0 %,152.40960205078125
Ecolab - Solid Fusion,4,11.47,Cash,0.0 %,11.470000267028809
Sour Puss - Tangerine,9,187.57,Visa,5.0 %,178.1915069580078
Napkin Colour,3,95.55,Cash,0.0 %,95.55000305175781
Passion Fruit,5,47.25,Visa,2.0 %,46.305
Beef - Tenderloin Tails,6,216.68,Visa,5.0 %,205.8459930419922
Calypso - Strawberry Lemonade,8,136.78,Visa,6.5 %,127.88929885864258
Soupfoamcont12oz 112con,13,60.32,Visa,7.0 %,56.09759971618652
Fudge - Cream Fudge,12,225.99,Visa,14.0 %,194.3514047241211
Gingerale - Diet - Schweppes,10,193.2,Visa,12.0 %,170.01599731445313
Trueblue - Blueberry 12x473ml,3,51.38,Cash,0.0 %,51.380001068115234
Calypso - Black Cherry Lemonade,12,8.31,Cash,7.5 %,7.686750388145446
Puree - Raspberry,10,134.58,Cash,10.5 %,120.44910163879395
Pate - Cognac,1,70.2,Cash,0.0 %,70.19999694824219
Hipnotiq Liquor,16,22.23,Cash,10.0 %,20.006999588012697
Icecream - Dstk Cml And Fdg,3,184.39,Cash,22.0 %,143.82419952392578
Muffin Mix - Carrot,12,228.89,Visa,9.0 %,208.28989944458007
Mushroom - Morels Dry,15,50.24,Visa,10.0 %,45.21600151062012
Foie Gras,6,28.35,Visa,5.0 %,26.93250036239624
Pepperoni Slices,8,130.02,Visa,3.5 %,125.4693041229248
Cake - Sheet Strawberry,11,218.23,Cash,7.0 %,202.95389602661132
Mahi Mahi,6,17.81,Visa,4.0 %,17.097599487304688
Beans - Yellow,17,138.42,Cash,10.0 %,124.57799835205078
Mushrooms - Honey,4,144.18,Visa,0.0 %,144.17999267578125
Longos - Lasagna Beef,12,236.92,Cash,7.0 %,220.33559829711913
Food Colouring - Blue,3,216.56,Cash,0.0 %,216.55999755859375
Veal - Provimi Inside,14,166.26,Cash,7.0 %,154.6217948913574
Olive - Spread Tapenade,6,188.99,Visa,5.0 %,179.54050521850587
Foil - Round Foil,9,135.32,Cash,5.0 %,128.55400695800782
Scallops - U - 10,16,15.66,Cash,30.0 %,10.961999893188477
Bag - Bread White Plain,16,108.67,Cash,10.0 %,97.80299835205078
Carbonated Water - Raspberry,6,111.15,Visa,5.0 %,105.59250144958496
Wine - Segura Viudas Aria Brut,12,70.29,Visa,6.0 %,66.0726008605957
Amarula Cream,13,50.37,Visa,15.5 %,42.56264909744263
Salmon - Atlantic No Skin,10,206.7,Visa,7.0 %,192.23099716186522
Sugar Thermometer,14,196.59,Cash,7.0 %,182.8286965942383
Liqueur - Melon,11,212.54,Cash,11.0 %,189.1605940246582
Madeira,14,129.0,Cash,7.0 %,119.97
Flower - Commercial Spider,4,134.57,Visa,0.0 %,134.57000732421875
Capon - Breast Double Wing On,6,32.99,Visa,5.0 %,31.340501594543458
Smoked Tongue,11,116.12,Visa,7.0 %,107.99160255432129
Apple - Fuji,2,236.66,Visa,0.0 %,236.66000366210938
Pork - Bacon Double Smoked,17,160.41,Visa,10.0 %,144.36900329589844
Island Oasis - Peach Daiquiri,8,21.59,Visa,5.0 %,20.510500144958495
Pepper - Chipotle Canned,1,82.75,Cash,0.0 %,82.75
Wine - Duboeuf Beaujolais,8,231.85,Cash,5.0 %,220.25750579833985
Soup - Knorr Classic Can. Chili,6,75.73,Visa,5.0 %,71.94350318908691
Water - Spring Water 355 Ml,9,246.21,Visa,5.0 %,233.89950637817384
Onions - Green,17,71.44,Visa,30.0 %,50.00800170898438
Rice - Jasmine Sented,13,145.71,Cash,7.0 %,135.51030624389648
Snapple Lemon Tea,13,90.59,Visa,7.0 %,84.24869659423828
Nut - Cashews Whole Raw,9,123.2,Visa,4.5 %,117.65599708557129
Bread - Triangle White,15,181.13,Visa,10.0 %,163.01700439453126
Pasta - Rotini Colour Dry,4,200.73,Visa,0.0 %,200.72999572753906
Milk - Skim,4,230.51,Cash,18.0 %,189.01819549560548
Beans - Green,15,112.63,Visa,10.0 %,101.36699752807617
Longos - Lasagna Beef,9,247.62,Cash,6.0 %,232.76279541015626
Bread - Olive Dinner Roll,8,2.23,Visa,5.0 %,2.118500018119812
Soup - French Can Pea,10,86.47,Visa,7.0 %,80.4171011352539
Corn Meal,16,24.53,Cash,19.5 %,19.746650552749635
Jerusalem Artichoke,4,203.16,Visa,0.0 %,203.16000366210938
Ocean Spray - Kiwi Strawberry,11,175.29,Visa,7.0 %,163.01969375610352
Silicone Parch. 16.3x24.3,2,38.77,Visa,0.0 %,38.77000045776367
Sachet,5,81.34,Cash,22.0 %,63.44519714355469
Spaghetti Squash,9,10.77,Cash,12.0 %,9.477600402832032
Coffee Beans - Chocolate,12,102.37,Visa,7.0 %,95.20410255432128
Bread - Flat Bread,13,245.49,Visa,7.0 %,228.30570510864257
Egg Patty Fried,7,182.62,Cash,11.5 %,161.61869567871094
Grenadillo,7,70.22,Visa,5.0 %,66.70900115966796
Island Oasis - Peach Daiquiri,13,67.7,Cash,7.0 %,62.96099716186524
Marsala - Sperone Fine D.o.c.,12,113.77,Cash,13.5 %,98.41104709625245
Snapple - Mango Maddness,1,111.28,Cash,22.0 %,86.79839904785156
Wine - Sake,11,125.98,Visa,9.0 %,114.64180305480957
Bread - Sticks Thin Plain,16,133.65,Cash,8.5 %,122.2897444152832
Sugar - Fine,12,109.82,Cash,16.5 %,91.69969974517822
Snapple Lemon Tea,1,237.89,Cash,0.0 %,237.88999938964844
Trout - Rainbow Fresh,12,185.12,Cash,7.0 %,172.16159545898438
Chutney Sauce - Mango,8,216.72,Visa,5.0 %,205.88400115966797
Wine - Placido Pinot Grigo,8,176.57,Visa,5.0 %,167.74150695800782
Lobster - Live,13,186.23,Cash,5.0 %,176.91849594116212
Pastry - Key Limepoppy Seed Tea,4,112.38,Visa,25.0 %,84.28499794006348
Pepper - Julienne Frozen,2,236.64,Visa,0.0 %,236.63999938964844
Tomatoes,14,8.53,Visa,7.0 %,7.932899751663208
Water - Evian 355 Ml,17,143.49,Visa,12.5 %,125.55375480651855
Beer - Maudite,15,176.36,Cash,10.0 %,158.7240005493164
Bouillion - Fish,6,91.44,Cash,5.0 %,86.86800231933594
Edible Flower - Mixed,11,58.36,Visa,7.0 %,54.274800567626954
Split Peas - Green Dry,2,204.16,Visa,24.0 %,155.16160278320314
Fib N9 - Prague Powder,1,4.5,Cash,0.0 %,4.5
Pickle - Dill,13,130.2,Visa,12.0 %,114.57599731445313
Truffle Cups - Red,13,143.75,Visa,16.0 %,120.75
Broom - Angled,17,243.87,Cash,10.0 %,219.48299560546874
Juice - Tomato 48 Oz,6,15.79,Visa,5.0 %,15.000499963760376
Sauce - Plum,13,83.88,Cash,7.0 %,78.00839744567871
Wine - Red Cabernet Merlot,5,185.28,Visa,5.0 %,176.01599884033203
Cheese - Brie Cups 125g,14,96.63,Visa,8.5 %,88.41644748687744
Horseradish Root,15,10.34,Visa,10.0 %,9.306000137329102
Turnip - Wax,15,94.8,Cash,10.0 %,85.32000274658203
Cumin - Ground,9,20.97,Visa,27.5 %,15.203249502182008
Yogurt - Blueberry 175 Gr,8,27.4,Cash,5.0 %,26.02999963760376
Cinnamon Rolls,5,71.47,Visa,19.0 %,57.89070098876953
Wine - Vineland Estate Semi - Dry,11,127.04,Cash,15.0 %,107.98400077819824
Dome Lid Clear P92008h,2,122.41,Cash,10.0 %,110.16900329589843
Beef - Cow Feet Split,7,151.37,Cash,5.0 %,143.80149536132814
Mahi Mahi,1,134.35,Visa,0.0 %,134.35000610351562
Horseradish Root,6,190.46,Visa,6.5 %,178.08010627746583
Bread - Sour Batard,5,140.94,Visa,0.0 %,140.94000244140625
Sprite Diet - 355ml,16,135.29,Visa,10.0 %,121.76099395751953
Eggplant Italian,16,141.4,Cash,9.0 %,128.6739944458008
Pasta - Bauletti Chicken White,8,233.12,Cash,5.0 %,221.46399536132813
Pastry - Key Limepoppy Seed Tea,8,15.42,Cash,7.5 %,14.263500070571899
Veal - Tenderloin Untrimmed,14,191.97,Cash,7.0 %,178.5321011352539
Bag - Regular Kraft 20 Lb,11,24.42,Visa,7.0 %,22.71060007095337
Crackers - Soda / Saltins,13,54.93,Cash,7.0 %,51.084900283813475
Oysters - Smoked,17,103.28,Cash,10.0 %,92.95199890136719
Water - Mineral Natural,5,169.85,Cash,12.0 %,149.46800537109374
Beef - Salted,4,71.58,Cash,0.0 %,71.58000183105469
Wine - Baron De Rothschild,1,62.44,Visa,5.0 %,59.31799869537353
Juice - Pineapple 341 Ml,2,146.2,Visa,0.0 %,146.1999969482422
Ice Cream Bar - Oreo Sandwich,5,111.87,Visa,16.0 %,93.9708023071289
Beef - Roasted Cooked,14,41.46,Cash,7.0 %,38.55779914855957
Dates,1,191.02,Cash,0.0 %,191.02000427246094
Spice - Onion Powder Granulated,6,43.22,Cash,5.0 %,41.05900115966797
Creme De Cacao White,13,71.63,Visa,5.5 %,67.69034740447998
Oil - Olive,7,11.72,Cash,27.5 %,8.497000193595886
Wine - White Concha Y Toro,8,116.44,Visa,9.5 %,105.37820220947266
Wine - Bourgogne 2002 La,2,164.81,Cash,5.0 %,156.56949768066406
Bread - Rye,12,158.12,Visa,8.0 %,145.4703955078125
Filter - Coffee,10,103.78,Visa,5.5 %,98.07209884643555
Pasta - Lasagne Fresh,16,179.14,Cash,10.0 %,161.2259994506836
Gherkin,5,176.37,Cash,0.0 %,176.3699951171875
Swordfish Loin Portions,11,14.82,Cash,10.5 %,13.263899726867676
Sausage - Chorizo,15,38.38,Visa,10.0 %,34.542000961303714
Sauce - Soy Low Sodium - 3.87l,17,112.69,Cash,10.0 %,101.42100219726562
Hinge W Undercut,15,116.7,Visa,10.5 %,104.44649726867675
Wine - Fino Tio Pepe Gonzalez,11,121.46,Visa,6.0 %,114.17239913940429
Container - Foam Dixie 12 Oz,3,187.58,Visa,1.0 %,185.70420181274415
Pastry - Baked Cinnamon Stick,11,226.12,Cash,6.5 %,211.4221954345703
Appetizer - Crab And Brie,10,87.97,Cash,7.0 %,81.81210113525391
Carbonated Water - White Grape,14,241.26,Cash,8.0 %,221.95919494628907
Wine - Vineland Estate Semi - Dry,3,211.55,Visa,5.0 %,200.9725028991699
Tomatoes - Yellow Hot House,1,247.74,Visa,5.0 %,235.35300521850587
Ice Cream - Turtles Stick Bar,4,21.62,Visa,0.0 %,21.6200008392334
Lobster - Canned Premium,3,213.03,Visa,9.0 %,193.85729888916015
Tomatoes - Heirloom,7,36.84,Visa,5.0 %,34.998000144958496
Bread - Sour Batard,4,233.47,Cash,21.0 %,184.44130096435546
Cheese - Briedanish,17,138.49,Cash,10.0 %,124.64100494384766
Oil - Sunflower,14,38.56,Visa,10.5 %,34.51120122909546
Milkettes - 2%,17,166.49,Cash,10.0 %,149.84100494384765
Mushroom - Shitake Dry,6,205.6,Visa,5.0 %,195.32000579833985
Langers - Ruby Red Grapfruit,17,238.93,Cash,10.0 %,215.03699340820313
Coffee - Frthy Coffee Crisp,14,227.66,Cash,12.0 %,200.34080322265626
Wine - Touraine Azay - Le - Rideau,9,199.39,Visa,11.0 %,177.45709945678712
Nantucket - 518ml,13,164.42,Visa,7.0 %,152.91059829711915
Bar Mix - Lime,10,86.94,Cash,7.0 %,80.85420227050781
Brandy Apricot,5,94.28,Cash,0.0 %,94.27999877929688
Bread - English Muffin,12,140.76,Cash,15.5 %,118.94219535827636
Chevril,11,49.01,Visa,7.0 %,45.57929843902588
Cocoa Feuilletine,4,47.61,Cash,9.0 %,43.32510055541992
Spinach - Packaged,2,227.38,Cash,7.0 %,211.46340454101562
Tea - Jasmin Green,6,67.86,Cash,5.0 %,64.46700057983398
The Pop Shoppe - Root Beer,4,235.13,Cash,0.0 %,235.1300048828125
Onions - Cippolini,15,178.41,Visa,10.0 %,160.56900329589843
Wine - Magnotta - Cab Franc,17,177.36,Cash,7.5 %,164.0580005645752
Chicken - Tenderloin,15,96.03,Cash,10.0 %,86.42699890136718
Scallops - 10/20,4,34.29,Cash,0.0 %,34.290000915527344
Wine - Vovray Sec Domaine Huet,3,156.18,Cash,5.0 %,148.3709930419922
Lime Cordial - Roses,11,207.53,Visa,7.0 %,193.0028988647461
Muffin Hinge 117n,8,211.66,Visa,5.0 %,201.0770034790039
Beer - True North Lager,17,189.56,Cash,11.5 %,167.76059783935546
Wine - Red Pinot Noir Chateau,6,194.58,Cash,5.0 %,184.85100173950195
Tomato Puree,17,85.62,Cash,10.0 %,77.05800247192383
Pork - Ham Virginia,17,137.5,Visa,10.0 %,123.75
Jerusalem Artichoke,16,105.14,Visa,10.0 %,94.6259994506836
Wine - Touraine Azay - Le - Rideau,7,64.66,Visa,5.0 %,61.42700347900391
Corn - Cream Canned,7,39.27,Cash,5.0 %,37.30650043487549
Banana - Green,1,125.19,Visa,0.0 %,125.19000244140625
Wine - White Ej,15,212.16,Visa,7.5 %,196.24800338745118
Beer - Fruli,13,246.13,Visa,7.0 %,228.90090454101562
Wine - Casillero Del Diablo,2,56.7,Visa,13.5 %,49.045500659942626
Whmis Spray Bottle Graduated,10,140.94,Visa,7.0 %,131.0742022705078
Shrimp - 16 - 20 Cooked Peeled,10,220.53,Cash,7.0 %,205.0928988647461
Water - Mineral Natural,14,142.72,Visa,7.0 %,132.72960113525392
Versatainer Nc - 8288,7,82.05,Cash,5.0 %,77.94750289916992
Wine - Tribal Sauvignon,15,57.09,Visa,7.5 %,52.8082501411438
Beef - Diced,12,210.3,Cash,7.0 %,195.57900283813476
Wine - Shiraz South Eastern,16,172.34,Cash,7.5 %,159.41449661254882
Fruit Salad Deluxe,14,141.24,Visa,7.0 %,131.35320510864258
Pepper - Paprika Spanish,7,72.15,Visa,5.0 %,68.54250144958496
Squid - Breaded,6,2.65,Cash,5.0 %,2.51750009059906
Beef - Kobe Striploin,5,229.73,Cash,0.0 %,229.72999572753906
Salmon - Atlantic No Skin,13,83.34,Visa,7.0 %,77.50619659423828
Juice - Cranberry 341 Ml,6,31.89,Visa,5.0 %,30.295499420166017
Skirt - 29 Foot,7,6.35,Visa,5.0 %,6.03249990940094
Lamb - Whole Frozen,9,240.21,Cash,8.5 %,219.79215614318846
Cheese - Havarti Roasted Garlic,3,239.62,Visa,10.0 %,215.65799560546876
Cheese - Goat,14,65.09,Visa,17.5 %,53.69924697875977
Temperature Recording Station,13,156.91,Visa,15.0 %,133.37350311279297
Blueberries - Frozen,2,213.94,Cash,0.0 %,213.94000244140625
Shallots,4,245.4,Visa,0.0 %,245.39999389648438
Bar Mix - Lemon,6,109.11,Visa,5.0 %,103.65450057983398
Vinegar - Balsamic White,3,128.55,Visa,0.0 %,128.5500030517578
Pepper - Chipotle Canned,9,163.06,Visa,5.0 %,154.90699768066406
Cheese - Marble,3,40.72,Cash,10.0 %,36.64800109863281
Sauce - Ranch Dressing,5,138.93,Visa,27.0 %,101.41889465332031
Milk - Chocolate 250 Ml,1,138.04,Visa,0.0 %,138.0399932861328
Soup - Base Broth Chix,9,226.77,Cash,16.5 %,189.35295356750487
Beef - Kindney Whole,11,175.49,Visa,7.5 %,162.32825508117676
Bread - White Sliced,15,89.84,Cash,10.0 %,80.85599670410156
Wine - Pinot Noir Stoneleigh,14,88.48,Visa,6.0 %,83.17120315551757
Soup Campbells Split Pea And Ham,16,220.6,Cash,17.5 %,181.9950050354004
Pike - Frozen Fillet,3,246.97,Cash,0.0 %,246.97000122070312
Edible Flower - Mixed,6,27.77,Visa,5.0 %,26.381500434875488
Bread - Corn Muffaleta Onion,12,54.51,Visa,7.0 %,50.69429843902588
Ginger - Fresh,11,129.22,Visa,12.0 %,113.71360107421876
Doilies - 7 Paper,10,118.43,Visa,7.0 %,110.13990028381347
Onions - White,9,41.21,Cash,5.0 %,39.149499130249026
Container - Hngd Cll Blk 7x7x3,14,115.98,Cash,7.0 %,107.86140312194824
Oxtail - Cut,15,53.93,Cash,10.0 %,48.537000274658205
Juice Peach Nectar,15,236.75,Visa,15.0 %,201.2375
Lamb Shoulder Boneless Nz,2,44.85,Cash,7.0 %,41.710498580932615
Crab - Claws Snow 16 - 24,6,53.38,Visa,5.0 %,50.711001014709474
Muffin - Mix - Mango Sour Cherry,1,120.46,Cash,15.0 %,102.39099922180176
Soup - French Can Pea,14,105.55,Visa,8.5 %,96.5782527923584
Pepper - Gypsy Pepper,10,124.43,Visa,7.0 %,115.71990028381347
Wooden Mop Handle,17,221.12,Visa,10.0 %,199.00799560546875
Chilli Paste Ginger Garlic,2,25.07,Cash,0.0 %,25.06999969482422
Tomatoes - Roma,14,65.78,Visa,7.0 %,61.17539886474609
Dried Peach,15,218.55,Cash,14.5 %,186.86025260925294
Lumpfish Black,5,196.47,Visa,21.0 %,155.21130096435547
Lettuce Romaine Chopped,13,141.92,Visa,7.0 %,131.98559829711914
Danishes - Mini Raspberry,12,163.31,Cash,7.0 %,151.87829772949217
Crush - Cream Soda,1,174.23,Visa,0.0 %,174.22999572753906
Cream - 35%,10,105.23,Cash,12.5 %,92.0762529373169
Sauerkraut,14,164.65,Visa,7.0 %,153.12449432373046
Cup Translucent 9 Oz,15,173.74,Visa,12.5 %,152.02250480651855
Cheese - Parmesan Grated,5,204.0,Visa,10.0 %,183.6
Pastry - Mini French Pastries,5,128.64,Visa,0.0 %,128.63999938964844
Cape Capensis - Fillet,7,36.43,Visa,13.0 %,31.69410026550293
Ocean Spray - Ruby Red,7,82.37,Cash,5.0 %,78.25150260925292
Veal - Insides Grains,9,194.02,Cash,5.0 %,184.3190040588379
Squid - Breaded,2,131.02,Cash,8.0 %,120.53840393066406
Initation Crab Meat,6,98.29,Cash,5.0 %,93.37550086975098
Pate - Liver,17,92.53,Visa,10.0 %,83.2769989013672
Pasta - Penne Rigate Dry,16,221.46,Cash,15.0 %,188.24100570678712
